"Content","Info","Reference","Editor","Source Index","Source Timestamp"
"film","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"directors|Siegel,","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"David]]","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"[[Category:American","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"screenwriters|Siegel,","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"David]]","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"[[Category:Living","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"people|Siegel,","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"David]]","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"[[Category:People","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"from","text","","","-1","2016-12-20T06:25:17.313+01:00"
"Orange","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"County,","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"California]]","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"[[Category:American","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Jews]]","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
